id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1007470488876276197,Norfolk Beach House with Lighthouse Beach views,199826629,Nicholas,Port Macquarie-Hastings,-31.471755374598064,152.93426820396846,Entire home/apt,400.0,2.0,24,2024-08-23,2.83,1,312,24,PID-STRA-58098
1008129813550080280,Amara at Solaris,212546849,Maddie,Mid-Coast,-32.182459957180555,152.51600567182243,Entire home/apt,312.0,2.0,6,2024-03-20,0.71,1,23,6,PID-STRA-58084
1008331197652276457,Shorties by the lake,305163448,Forster Holiday Rentals,Mid-Coast,-32.18722247676235,152.51329896955016,Entire home/apt,212.0,1.0,3,2024-02-24,0.3,90,351,3,PID-STRA-48825
1008342923462647629,"Wallis Court 7 - Easy walk to main beach, lake and",535381572,Wiseberry Real Estate,Mid-Coast,-32.18179,152.5158,Entire home/apt,148.0,1.0,2,2024-06-20,0.38,10,322,2,PID-STRA-28237
1008449641201890792,Chez’s place on Alexander,305679645,Cheryl,Coffs Harbour,-30.29171584893929,153.1101195701014,Entire home/apt,198.0,1.0,114,2024-08-21,10.82,1,46,114,PID-STRA-57507
1009022739889627904,2 The Pier - Elegance by the Water,221075043,Tea Gardens Real Estate,Mid-Coast,-32.65965030880301,152.15749820404162,Entire home/apt,202.0,1.0,6,2024-05-10,0.62,107,311,6,PID-STRA-57931
1010444617974178983,Wylah - views of the cove,221075043,Tea Gardens Real Estate,Mid-Coast,-32.66924714506179,152.04381957112238,Entire home/apt,241.0,1.0,1,2023-12-06,0.11,107,347,1,PID-STRA-52382
1010568795742436638,Mountain View Domes,31200931,Nature,Port Macquarie-Hastings,-31.56676594274533,152.40412946926895,Entire home/apt,447.0,1.0,10,2024-07-30,1.15,3,321,10,PID-STRA-48061
1010667706541771659,"My Boat & Me - CBD, 4 bedrooms, 2 bath",73812833,Cass,Port Macquarie-Hastings,-31.42979675644441,152.8920791190491,Entire home/apt,283.0,2.0,41,2024-08-29,4.03,6,101,41,PID-STRA-58215
1011090192334702480,Pandanus Lodge,543629200,Teena,Kempsey,-30.8858354,153.0701623,Entire home/apt,207.0,1.0,52,2024-09-01,6.0,1,261,52,PID-STRA-21563
1011306557247115420,Ground floor room Buena Vista,541017471,Marg,Port Macquarie-Hastings,-31.42502,152.8871,Private room,193.0,1.0,1,2023-12-23,0.12,4,248,1,PID-STRA-49157
1011827200364537925,Hamilton's Hideaway,543764590,Jaimie,Mid-Coast,-31.87883774291509,152.6342695783196,Entire home/apt,493.0,2.0,13,2024-07-20,1.43,1,158,13,PID-STRA-58347
1013930446310628158,Sawtell Beachside,307967374,Sammy,Coffs Harbour,-30.36198,153.10392,Entire home/apt,214.0,1.0,56,2024-09-01,5.75,1,316,56,PID-STRA-58504
1014002286829584180,Montezuma - air con - walk to beach - pets welcome,27077736,Pacific Palms,Mid-Coast,-32.3307731,152.5325925,Entire home/apt,344.0,2.0,2,2024-01-28,0.24,119,328,2,PID-STRA-58621
1014091412880315780,Classique Caravan,544200714,Anthony,Port Macquarie-Hastings,-31.446589078384,152.9080254872685,Entire home/apt,145.0,1.0,8,2024-05-06,0.93,1,88,8,Exempt
1016012328948137305,Fabulous Flynn's Beach Apartment,17899202,Katie,Port Macquarie-Hastings,-31.445656154978764,152.92773764813234,Entire home/apt,307.0,2.0,12,2024-07-28,1.29,1,329,12,PID-STRA-58715
1016104736111196231,9 Matthew Flinders Drive,477629292,Melanie,Port Macquarie-Hastings,-31.471574,152.933874,Entire home/apt,545.0,1.0,1,2024-03-31,0.19,31,348,1,PID-STRA-58639
1016105627068324504,Hooked On Hibbard,477629292,Melanie,Port Macquarie-Hastings,-31.424876,152.8837,Entire home/apt,545.0,1.0,0,,0.705,31,312,0,PID-STRA-58642
1016172357413473926,Quartzy's Place,188616506,Mid North Coast Holidays,Port Macquarie-Hastings,-31.6415906,152.8098516,Entire home/apt,118.0,3.0,1,2024-06-09,0.33,78,338,1,PID-STRA-57751
1016174378471477474,Luskin Court 6,89047254,Pacific Coast Property,Mid-Coast,-32.17597437872407,152.5006692023836,Entire home/apt,146.0,1.0,0,,0.705,83,340,0,PID-STRA-12612-6
1016175667781839659,"Little Boat Guesthouse - restaurants, 1 bedroom",73812833,Cass,Port Macquarie-Hastings,-31.4296869,152.891886,Entire home/apt,123.0,2.0,23,2024-08-28,2.73,6,34,23,PID-STRA-58215
1016176778078229236,Hideaway on the Hill - Family Friendly Farm Animal,535381572,Wiseberry Real Estate,Mid-Coast,-31.993414,152.47769,Entire home/apt,148.0,1.0,4,2024-01-29,0.47,10,78,4,PID-STRA-56226
1016203499483952233,Motorhome at the Discovery Park,95087375,Jara,Coffs Harbour,-30.16806,153.18615,Entire home/apt,200.0,4.0,0,,0.705,1,270,0,Exempt
1016874476624564382,"Breezy, Stylish, Getaway",535381572,Wiseberry Real Estate,Mid-Coast,-32.179237,152.49615,Entire home/apt,148.0,1.0,5,2024-05-18,0.55,10,315,5,PID-STRA-55972
1016943442342584883,"Crystal Waters 6 - 2 bedroom, town central",535381572,Wiseberry Real Estate,Mid-Coast,-32.17996,152.51152,Entire home/apt,148.0,1.0,1,2024-01-17,0.13,10,313,1,PID-STRA-29486
1016943526030026475,Riverview 1 - Modern. Coastal. Location,535381572,Wiseberry Real Estate,Mid-Coast,-32.185432,152.5121,Entire home/apt,148.0,1.0,1,2024-04-16,0.21,10,232,1,PID-STRA-9820
1017071839806354887,The Family Boathouse - see floorplan in photos,73812833,Cass,Port Macquarie-Hastings,-31.42892623583025,152.89167199133126,Entire home/apt,449.0,2.0,4,2024-08-25,0.72,6,54,4,PID-STRA-58215
1017689421973199682,Ocean Haven,8920962,Claire,Nambucca Valley,-30.7504293,152.9963857,Entire home/apt,480.0,4.0,3,2024-01-22,0.36,1,150,3,PID-STRA-58836
1017769390500961854,One Mile Studio - Forster,350466681,Molly,Mid-Coast,-32.194800844255965,152.5330878629304,Entire home/apt,164.0,1.0,22,2024-08-30,2.61,2,152,22,Exempt
1017792326612521961,Spacious Emerald Beach House,364324087,Monique,Coffs Harbour,-30.1672395,153.1806385,Entire home/apt,400.0,2.0,1,2023-12-26,0.12,1,164,1,PID-STRA-58818
1017869442020990072,The Original Coffs Farm House near Diggers Beach,82717508,Haddy And Fran,Coffs Harbour,-30.27216797306379,153.13446778804064,Entire home/apt,160.0,3.0,14,2024-08-01,1.65,1,241,14,PID-STRA-59718
1018290328349613320,106 Becker Rd,89047254,Pacific Coast Property,Mid-Coast,-32.19612357765696,152.53565880733092,Entire home/apt,220.0,1.0,1,2024-01-28,0.13,83,64,1,PID-STRA-58620
1018471509687694034,Tea Gardens Cosy Cottage,221075043,Tea Gardens Real Estate,Mid-Coast,-32.66091665994478,152.15339260451566,Entire home/apt,194.0,1.0,17,2024-08-11,1.67,107,311,17,PID-STRA-9598-2
1018547702906388343,Arrawarra Point Guest Suite,23091093,Simon,Coffs Harbour,-30.0603833,153.1997859,Entire home/apt,221.0,2.0,14,2024-08-26,2.14,1,110,14,PID-STRA-59127
1019008340048253530,Tropical Beach Getaway!,441103101,Lucas,Coffs Harbour,-30.2553324035595,153.13365039300578,Entire home/apt,180.0,2.0,22,2024-08-18,2.59,1,21,22,PID-STRA-61386
1019177472338545883,Sea and Sand,375371981,Vicki,Coffs Harbour,-30.24539039999999,153.1438436,Entire home/apt,300.0,3.0,1,2024-04-01,0.19,1,145,1,PID-STRA-58953
1020130788174337994,"Nambucca Rainforest Retreat. Secluded, Walkable",103652476,Nicola,Nambucca Valley,-30.6429375,153.0069374,Entire home/apt,177.0,1.0,25,2024-07-01,2.92,1,163,25,PID-STRA-60291
1020559725687472283,El Sandi 6,368080622,Forster Accommodation,Mid-Coast,-32.17817731680052,152.51221836037112,Entire home/apt,245.0,1.0,4,2024-04-07,0.42,155,139,4,PID-STRA-17556
1020579021556412697,Victoria's - Hamptons Beachside Residence,55039714,Monique,Coffs Harbour,-30.1717972,153.1881135,Entire home/apt,555.0,1.0,5,2024-08-05,0.57,77,337,5,PID-STRA-58570
1020581803594530130,"Breathtaking Views, Shared Pool and Yard, Steps Fr",55039714,Monique,Coffs Harbour,-30.170651,153.189659,Entire home/apt,469.0,1.0,0,,0.705,77,339,0,PID-STRA-58570
1020583328871156248,Victoria's Poolside,55039714,Monique,Coffs Harbour,-30.1717972,153.1881135,Entire home/apt,278.0,1.0,0,,0.705,77,339,0,PID-STRA-58570
1020607556230511362,Little Mermaid,23595955,Alison,Mid-Coast,-32.668795273277595,152.17208254201182,Entire home/apt,242.0,1.0,0,,0.705,40,262,0,PID-STRA-49063
1020765065093769152,Church Street Shop Top,34696777,Jessica,Bellingen,-30.451285663624773,152.8962409298199,Entire home/apt,145.0,2.0,43,2024-09-01,4.51,1,71,43,PID-STRA-59106
1021384787838069775,"Misty Vale Mountain View, peace & stunning views",371340430,Rita,Mid-Coast,-31.696227375077765,152.46791135228202,Entire home/apt,105.0,2.0,33,2024-09-03,3.64,2,158,33,Exempt
1021899539517102868,Coastal Pod,488317084,Fiona,Port Macquarie-Hastings,-31.4318324,152.899875,Entire home/apt,375.0,2.0,3,2024-04-15,0.48,2,320,3,PID-STRA-59184
1022012842109938207,Palamcotta Cottage,27077736,Pacific Palms,Mid-Coast,-32.3476886,152.5374729,Entire home/apt,464.0,2.0,0,,0.705,119,301,0,Exempt
1022217659075211953,Rocky,272395522,Steve,Kempsey,-30.898691185424447,153.03911970263377,Entire home/apt,320.0,1.0,2,2024-01-06,0.24,1,269,2,PID-STRA-60730
1022864125236602725,Cielo - Scotts Head,60330174,Denielle,Nambucca Valley,-30.74874,152.9867,Entire home/apt,255.0,2.0,6,2024-07-19,0.71,1,253,6,PID-STRA-59391
1022917815684997749,Emerald Beach GEM,519513964,Gary,Coffs Harbour,-30.1689092,153.1865298,Entire home/apt,169.0,2.0,46,2024-08-31,5.11,1,313,46,PID-STRA-59257
1023052600374714658,Ma's Cottage,546127983,Jennifer,Kempsey,-31.1731024,152.9450028,Entire home/apt,200.0,2.0,9,2024-03-16,1.05,1,324,9,Exempt
1023398031327334356,5 mins to beaches.  Dog friendly,183214487,Roger,Port Macquarie-Hastings,-31.43831000961558,152.88761598847208,Entire home/apt,230.0,1.0,33,2024-09-05,3.81,1,63,33,PID-STRA-59134
1023466046621111159,Frangipani House,23595955,Alison,Mid-Coast,-32.663769,152.173284,Entire home/apt,484.0,1.0,1,2023-12-27,0.12,40,23,1,PID-STRA-57738
1023497131510922743,26B Seaview St,412596172,Emma,Mid-Coast,-32.19027,152.53368,Entire home/apt,322.0,1.0,3,2024-05-26,0.71,34,310,3,PID-STRA-56813
1023561393013598114,Coffs Convenience - Studio,543756849,Gerard,Coffs Harbour,-30.2877144,153.1117494,Private room,139.0,2.0,6,2024-08-04,0.71,1,118,6,PID-STRA-61527
1023601622112197747,The Oasis,2417834,Jessica,Kempsey,-31.15701892778962,152.97379955248667,Entire home/apt,235.0,2.0,20,2024-08-24,3.3,1,311,20,PID-STRA-64110
1023668712373819770,Aero Family Lake House,25203093,Sue,Mid-Coast,-32.381704445952366,152.493456476886,Entire home/apt,500.0,2.0,2,2024-04-28,0.21,2,196,2,PID-STRA-2902
1024148315502049130,Bickells Hut Bellingen - Off-grid Farmstay,496797561,Georgina,Bellingen,-30.421831223895307,152.91230090145976,Entire home/apt,100.0,1.0,15,2024-07-15,1.74,2,90,15,PID-STRA-48545
1024231245716984611,Waterline 101,368080622,Forster Accommodation,Mid-Coast,-32.18368567517634,152.51343060990706,Entire home/apt,355.0,1.0,2,2024-04-14,0.27,155,240,2,PID-STRA-60262
1024332055969857807,Jemmas on the lake WaterfrontSpaBoatOutdoorpetstay,546424455,Samantha,Mid-Coast,-32.3849853,152.4978642,Entire home/apt,416.0,2.0,7,2024-08-12,0.92,1,300,7,PID-STRA-44374
1024949469297387311,Seaview @ Diamond Beach: where the dreamy voice of,190874293,Narene,Mid-Coast,-32.046013,152.5359,Entire home/apt,154.0,57.46116124253323,0,,0.705,30,340,0,PID-STRA-54149
1024949950429942007,Summerland 12 @ Glorious Diamond Beach,190874293,Narene,Mid-Coast,-32.03271,152.5431,Entire home/apt,450.0,1.0,0,,0.705,30,357,0,PID-STRA-28376
1025626329574611801,Apartment Forster - Beach Walk,306083705,Charlene,Mid-Coast,-32.1809313,152.5137924,Entire home/apt,327.0,5.0,4,2024-01-20,0.48,1,88,4,PID-STRA-59794
1026293605097828415,'Sage' at The Crest Apartments,503180589,Ahoy,Mid-Coast,-32.1817089,152.5154111,Entire home/apt,217.0,2.0,5,2024-07-14,0.6,6,222,5,PID-STRA-59528
1026413378763954582,Wyvern Beach Cottage,89047254,Pacific Coast Property,Mid-Coast,-32.18148481474103,152.517505942955,Entire home/apt,93.0,1.0,2,2024-06-17,0.23,83,265,2,PID-STRA-20928
1026895894635066839,Spectacular views of Wallis lake and island.,298905095,John,Mid-Coast,-32.180628225365055,152.51064766198397,Entire home/apt,350.0,2.0,3,2024-04-01,0.35,1,144,3,PID-STRA-61029
1026983314637494402,"Beaches, Jacuzzi with spa pool, Pool Table, Bikes",546995128,Hemesh,Mid-Coast,-32.6716245,152.1736383,Entire home/apt,220.0,2.0,11,2024-07-28,1.31,1,346,11,PID-STRA-60005
1027058933273637114,King's Cottage South West Rocks,70292284,James,Kempsey,-30.887967054282548,153.02407974092392,Entire home/apt,189.0,2.0,17,2024-08-21,1.78,9,243,17,PID-STRA-58717
1028417379462814768,Sojourn,55039714,Monique,Coffs Harbour,-30.1468334,153.1993931,Entire home/apt,429.0,1.0,3,2024-03-04,0.38,77,227,3,PID-STRA-59389
1028425721763361187,Murray’s Beach - Sawtell Seaside Unit,547277583,Grace,Coffs Harbour,-30.3611706,153.103872,Entire home/apt,150.0,3.0,23,2024-08-04,2.57,1,131,23,PID-STRA-59757
1028528808747736280,Riptide,152532471,Away Stay Play,Coffs Harbour,-30.2873646,153.1316235,Entire home/apt,300.0,2.0,1,2023-12-31,0.12,18,333,1,PID-STRA-52852
1028542877728499423,Beachwood,100088347,Coffs Harbour Holiday Rentals,Coffs Harbour,-30.16842,153.18718,Entire home/apt,288.0,2.0,1,2024-02-26,0.15,11,348,1,PID-STRA-59577
1028649286032277668,The Rural Escape,515761890,Christian,Coffs Harbour,-30.32875025324717,153.05984648770644,Entire home/apt,270.0,4.0,8,2024-07-21,0.9,2,216,8,PID-STRA-47163
1028743887746923326,Dunes Holiday Two Apartment Unit 8,266164812,Cirilyn,Coffs Harbour,-30.2920554,153.137034,Entire home/apt,216.0,1.0,30,2024-06-25,3.57,2,146,30,PID-STRA-59789
1029110176747863257,Alkira - comfy home with pool,43662800,Susan,Port Macquarie-Hastings,-31.47304339999999,152.9247061,Entire home/apt,464.0,57.46116124253323,3,2024-04-01,0.4,52,185,3,PID-STRA-37701
1029298131014326727,Bismarck Palm Studio,542923947,Rachel,Mid-Coast,-31.9954782,152.5694379,Entire home/apt,293.0,1.0,36,2024-09-04,4.01,1,261,36,PID-STRA-60204
1029489217606119448,Self-contained apartment,41352663,Gina,Mid-Coast,-32.3684842,152.4817638,Entire home/apt,148.0,1.0,3,2024-06-09,0.73,1,44,3,PID-STRA-64219
1029499026902080997,Rainforest Deluxe Cottage,3893824,Jacquelyn,Port Macquarie-Hastings,-31.471488754749117,152.9319049393132,Entire home/apt,290.0,2.0,2,2024-05-05,0.31,2,307,2,PID-STRA-9239
1030567966697398009,Xanado on Swift,547738139,Angela,Port Macquarie-Hastings,-31.4478408,152.9271885,Private room,227.0,2.0,11,2024-06-29,1.34,1,42,11,PID-STRA-61410
1030594384090828531,Tarbuck Tranquility,27077736,Pacific Palms,Mid-Coast,-32.3686224,152.4821766,Entire home/apt,420.0,2.0,2,2024-01-27,0.24,119,128,2,PID-STRA-58979
1030644154330017340,Three Galahs - La Cabana,547753321,Conan,Bellingen,-30.439419859121987,153.02096725346735,Entire home/apt,275.0,1.0,15,2024-08-04,1.62,2,260,15,PID-STRA-60057
1030709803592879519,Cedarvale Cottage,44403361,Simon & Kayla,Coffs Harbour,-30.32226868550318,153.04991123902553,Entire home/apt,315.0,2.0,18,2024-08-05,2.15,1,275,18,PID-STRA-60844
1030715369474053022,Jurassic Palms,31594396,Bella,Mid-Coast,-32.3789834,152.505525,Entire home/apt,450.0,4.0,9,2024-04-21,1.05,1,55,9,PID-STRA-60055
1030861489044337480,Buena Vista Balcony BnB,541017471,Marg,Port Macquarie-Hastings,-31.42550835765331,152.8872743712332,Private room,193.0,1.0,1,2024-01-04,0.12,4,248,1,PID-STRA-49157
1031377579147736757,Aurora Lookout by Tiny Away,154813436,Tiny Away,Nambucca Valley,-30.6993,152.80194,Entire home/apt,205.0,1.0,17,2024-08-04,1.99,10,357,17,Exempt
1031377731572746177,Aurora Summit by Tiny Away,154813436,Tiny Away,Nambucca Valley,-30.69926,152.80193,Entire home/apt,205.0,1.0,4,2024-07-19,0.46,10,356,4,Exempt
1031422656435922960,The Pottery Shed,55758919,Emma,Coffs Harbour,-30.3271998,153.0647776,Entire home/apt,159.0,1.0,56,2024-09-01,6.54,2,254,56,PID-STRA-60067
1031496763655530537,Extended Bliss at Boambee East,152532471,Away Stay Play,Coffs Harbour,-30.35672,153.06965,Entire home/apt,310.0,1.0,3,2024-04-01,0.36,18,344,3,PID-STRA-45035
1031497647197768875,Glamping Yarralen Retreat coastal  pool sauna yoga,6807895,Julie,Kempsey,-30.838811029405345,152.93161734152807,Entire home/apt,150.0,2.0,2,2024-01-03,0.24,13,264,2,Exempt
1031508933646646837,Yarralen Retreat Glamping 3 coast pool sauna yoga,6807895,Julie,Kempsey,-30.83526290341228,152.92920717486052,Entire home/apt,150.0,2.0,0,,0.705,13,266,0,Exempt
1031515159117523057,Glamping 4 coast pool sauna yoga,6807895,Julie,Kempsey,-30.837385748090803,152.93476091643245,Entire home/apt,150.0,2.0,1,2024-01-02,0.12,13,266,1,Exempt
1032237908496021025,Fully Self - Contained Modern House,178312526,Veronica,Port Macquarie-Hastings,-31.48336633486694,152.90839585482846,Entire home/apt,160.0,2.0,20,2024-08-11,2.27,1,20,20,PID-STRA-60350
1032871437465952573,Seaside and Treeside,545769,Nick,Coffs Harbour,-30.280184406993577,153.1356324743592,Entire home/apt,336.0,2.0,21,2024-08-04,2.48,1,98,21,PID-STRA-60414
1033099601090084599,Haven on George Villa 2,539925947,Joanne,Port Macquarie-Hastings,-31.643409321838966,152.7998459809356,Entire home/apt,230.0,2.0,25,2024-09-01,2.91,2,228,25,PID-STRA-57049
1033556400248379082,Stunning ocean and island views!,276717433,Cardow Holidays,Coffs Harbour,-30.11108,153.20587,Entire home/apt,295.0,3.0,4,2024-05-09,0.5,43,104,4,PID-STRA-56019
1033575713763650576,A Little Getaway - 1/7 Lawson St SWR,190222124,Elders Lifestyle Group,Kempsey,-30.893431123646067,153.03658546591424,Entire home/apt,143.0,1.0,0,,0.705,61,327,0,PID-STRA-21883
1033576599035426887,Hillsborough Cottage - 8 Hills St SWR,190222124,Elders Lifestyle Group,Kempsey,-30.89123350292633,153.0430036537236,Entire home/apt,161.0,1.0,0,,0.705,61,328,0,PID-STRA-60004
1033623446719467806,Cozy  beach house,546563862,Shane,Coffs Harbour,-30.11490866300184,153.19848032071576,Entire home/apt,257.0,5.0,0,,0.705,1,170,0,PID-STRA-59463
1033635644081665305,Cabin 4 - The Stag,428047328,Peter,Bellingen,-30.457163377467857,153.0375034618475,Entire home/apt,360.0,2.0,6,2024-07-12,0.8,3,249,6,PID-STRA-62749
1033660375386168871,Buena Vista Canal View BnB,541017471,Marg,Port Macquarie-Hastings,-31.4247351,152.886215,Private room,193.0,1.0,2,2024-01-03,0.23,4,248,2,PID-STRA-49157
1033702069570573370,Palm Court,156719490,Lesley,Nambucca Valley,-30.75,152.99549,Entire home/apt,280.0,2.0,6,2024-04-20,0.73,1,38,6,PID-STRA-60251
1034244216950180669,Oceanside 19,335751986,Julie,Mid-Coast,-32.340800828560205,152.54048498413485,Entire home/apt,321.0,3.0,7,2024-03-31,0.84,8,208,7,PID-STRA-57824
1034245064859510384,River House on North Beach Farm,548440754,Rain,Bellingen,-30.4487057,153.0283942,Entire home/apt,334.0,2.0,19,2024-08-24,2.26,1,144,19,PID-STRA-59811
1034261097479738774,Port Macquarie Oasis,249162285,Stephanie,Port Macquarie-Hastings,-31.475247224674177,152.87079657603698,Entire home/apt,286.0,2.0,10,2024-07-22,1.17,1,203,10,PID-STRA-61205
1034542888095362265,Hidden Gem at Nobbys Beach,47004292,Fran,Port Macquarie-Hastings,-31.4479397,152.9292571,Entire home/apt,250.0,2.0,5,2024-06-10,0.93,1,291,5,PID-STRA-63472
1035028342249365870,Ungala By Sea,66855017,MidCoast Holiday Rentals,Mid-Coast,-31.971498,152.589762,Entire home/apt,354.0,1.0,0,,0.705,28,138,0,PID-STRA-59958
1035080237423427622,Beach House Stunning 3 level terrace,15162364,Sue,Port Macquarie-Hastings,-31.43778766200241,152.9228882211386,Entire home/apt,250.0,2.0,7,2024-08-09,0.82,2,116,7,PID-STRA-60454
1035224370455680383,Sun Beach Surf Fun and Relax,199581146,Stephen,Mid-Coast,-32.17422357505172,152.5014802539673,Entire home/apt,145.0,2.0,35,2024-08-25,4.09,1,117,35,PID-STRA-61468
1035724732567320390,Bridgeview,188616506,Mid North Coast Holidays,Port Macquarie-Hastings,-31.5492746,152.8542222,Entire home/apt,101.0,3.0,3,2024-05-07,0.42,78,291,3,PID-STRA-58709
1035756900217185823,Little Kim Close,276717433,Cardow Holidays,Coffs Harbour,-30.109768473741568,153.19147448998143,Entire home/apt,199.0,3.0,1,2024-06-10,0.34,43,345,1,PID-STRA-60235
1035908050706667301,Tree house - Bonny Hills,43662800,Susan,Port Macquarie-Hastings,-31.5968752,152.8428955,Entire home/apt,616.0,1.0,0,,0.705,52,194,0,PID-STRA-59796
1035952372341777049,Camden haven getaway,224428130,Aidan,Port Macquarie-Hastings,-31.646972178154805,152.8156498145588,Entire home/apt,180.0,2.0,11,2024-04-14,1.27,1,58,11,Exempt
1036624892911314650,Relaxing Coastal Getaway,12467980,Nikki,Port Macquarie-Hastings,-31.655353208216948,152.79748632513272,Entire home/apt,108.0,2.0,1,2024-03-30,0.19,3,29,1,PID-STRA-60917
1036690970500633091,The Inlet @ Scotts Head,548937886,Michael,Nambucca Valley,-30.7467281,152.9874646,Entire home/apt,180.0,1.0,13,2024-08-07,1.53,1,258,13,PID-STRA-60537
1037308722295112863,Sandy SunDays - Pet Friendly,2140720,Timina,Coffs Harbour,-30.15386629999999,153.1973463,Entire home/apt,316.0,3.0,15,2024-07-11,1.76,1,25,15,PID-STRA-60577
1037747207948333045,"Chic, Cute & Cozy Studio Condo !",180039621,J,Port Macquarie-Hastings,-31.639143857290826,152.70136295860428,Entire home/apt,89.0,57.46116124253323,0,,0.705,1,178,0,
1037948160921353206,Diggers Beach Escape,549182602,Kimberly,Coffs Harbour,-30.269561590899084,153.13537018765228,Entire home/apt,450.0,2.0,8,2024-08-04,1.19,1,312,8,PID-STRA-60580
1037995600422779208,Coastal Group Getaway #A,12467980,Nikki,Port Macquarie-Hastings,-31.655416580351208,152.79568247001876,Entire home/apt,87.0,2.0,3,2024-04-06,0.38,3,29,3,PID-STRA-60917
1038642040002802592,Sandalwood,159529466,Elders,Port Macquarie-Hastings,-31.65297526513458,152.82405405162092,Entire home/apt,221.0,2.0,0,,0.705,141,65,0,PID-STRA-61343
1038742078379437700,Nordhaus,27077736,Pacific Palms,Mid-Coast,-32.377961,152.4979838,Entire home/apt,599.0,2.0,2,2024-07-15,0.25,119,316,2,PID-STRA-59985
1038779824338215277,Woolgoolga Executive Apartment,276717433,Cardow Holidays,Coffs Harbour,-30.11109279290768,153.19942864814018,Entire home/apt,223.0,3.0,1,2024-06-09,0.33,43,292,1,PID-STRA-60444
1039221520088504498,Bougainvillea - Beach Side Unit,147996580,Grace,Coffs Harbour,-30.36761542082867,153.1010623949977,Entire home/apt,202.0,3.0,17,2024-08-13,2.06,12,180,17,PID-STRA-26196
1039551374685528773,Valla Beach Vibes,160810335,Alfred,Nambucca Valley,-30.5866252,153.0079054,Entire home/apt,220.0,2.0,13,2024-07-15,1.52,1,338,13,PID-STRA-60786
1039589939148279993,Old Bark House,66855017,MidCoast Holiday Rentals,Mid-Coast,-31.971313,152.582044,Entire home/apt,444.0,1.0,2,2024-04-01,0.23,28,162,2,PID-STRA-59957
1040258099899024371,The Studio,508930262,Scott,Port Macquarie-Hastings,-31.58065659878086,152.82749006455688,Entire home/apt,153.0,1.0,16,2024-08-27,1.9,2,215,16,PID-STRA-52212
1040777443952126034,Coastal Group Getaway #B,12467980,Nikki,Port Macquarie-Hastings,-31.653685114276023,152.79723246939474,Entire home/apt,85.0,2.0,2,2024-02-22,0.26,3,25,2,PID-STRA-60917
1040994240657098751,Time Wood Pass Creekside Glamping Tent Stay,256071029,Heidi,Mid-Coast,-31.6840244,152.2777484,Entire home/apt,189.0,1.0,6,2024-06-10,0.71,3,267,6,Exempt
1041427711415043874,Lighthouse Beach Luxury,159529466,Elders,Port Macquarie-Hastings,-31.47694064596975,152.9257796549456,Entire home/apt,270.0,2.0,5,2024-07-30,0.67,141,322,5,PID-STRA-60807
1041504088324785432,Standard Queen Room,549983648,Forster And Wallis,Mid-Coast,-32.179794022559214,152.51152382366485,Private room,151.0,1.0,0,,0.705,5,335,0,PID-STRA-61065
1041560815626483734,Emerald Beach East Coast Escape,205878707,Cameron,Coffs Harbour,-30.15914308127533,153.18497152966108,Entire home/apt,156.0,1.0,88,2024-09-02,10.04,1,155,88,PID-STRA-59970
1042194639892758220,60 Yamba Street Hawks Nest,23595955,Alison,Mid-Coast,-32.67234,152.17991,Entire home/apt,484.0,1.0,0,,0.705,40,288,0,PID-STRA-60868
1042339235747368860,Lindy Lou's,55039714,Monique,Coffs Harbour,-30.3694597,153.1000137,Entire home/apt,295.0,1.0,5,2024-05-10,0.62,77,321,5,PID-STRA-60805
1042353954564805499,Sea and Sky,55039714,Monique,Coffs Harbour,-30.1109821,153.2055125,Entire home/apt,348.0,1.0,5,2024-08-05,0.75,77,7,5,PID-STRA-60207
1042889964549962266,Summer Lodge,339621220,Chris,Coffs Harbour,-30.170776095654382,153.16252523298076,Entire home/apt,229.0,1.0,12,2024-01-20,1.35,1,32,12,PID-STRA-61177
1042899198868597766,Beach Dreams Hat Head - 52 Bay St Hat Head,190222124,Elders Lifestyle Group,Kempsey,-31.05128990020742,153.04768132583234,Entire home/apt,247.0,1.0,2,2024-08-07,0.32,61,213,2,PID-STRA-60001
1042928827796351900,Dragonfly Rest,7011656,Michelle,Kempsey,-31.1588286,152.9163167,Private room,229.0,1.0,0,,0.705,3,270,0,Exempt
1043027259015480782,"Tuscan inspired coastal getaway
(pet friendly)",96898808,Robin,Bellingen,-30.50115615836265,153.0167308079346,Entire home/apt,190.0,1.0,22,2024-09-02,3.4,2,60,22,PID-STRA-61170
1043080776253423554,Sunnyside -15B Baldwin St SWR,190222124,Elders Lifestyle Group,Kempsey,-30.88677704238845,153.0407566484674,Entire home/apt,319.0,1.0,1,2024-06-10,0.34,61,150,1,PID-STRA-59998
1043087621107156134,Smiths Lake Retreat,531231014,Alayne,Mid-Coast,-32.37884590973466,152.5040148723304,Entire home/apt,300.0,1.0,14,2024-04-01,1.67,1,333,14,PID-STRA-61175
1043701614220115105,Deluxe Twin Room,549983648,Forster And Wallis,Mid-Coast,-32.18164,152.51355,Private room,166.0,1.0,3,2024-03-27,0.38,5,345,3,PID-STRA-61065
1044288678256570106,"Jambaree, farm cottage.",110867162,Mark,Mid-Coast,-32.336675,152.338044,Entire home/apt,180.0,2.0,11,2024-03-31,1.3,1,341,11,PID-STRA-61295
